player_name,feet,inches,weight(lbs.),college,high_school_name,high_school_state,draft_team,draft_info,birthday
Taysom Hill,6,2,221,BYU,Highland,ID,,,
Davante Adams,6,1,215,Fresno St.,Palo Alto,CA,Green Bay Packers,Draft: Green Bay Packers in the 2nd round (53rd overall) of the 2014 NFL Draft.,
N'Keal Harry,6,4,225,Arizona St.,Marcos de Niza,AZ,New England Patriots,Draft: New England Patriots in the 1st round (32nd overall) of the 2019 NFL Draft.,
Rex Burkhead,5,10,215,Nebraska,Plano,TX,Cincinnati Bengals,Draft: Cincinnati Bengals in the 6th round (190th overall) of the 2013 NFL Draft.,
David Njoku,6,4,246,Miami (FL),Cedar Grove,NJ,Cleveland Browns,Draft: Cleveland Browns in the 1st round (29th overall) of the 2017 NFL Draft.,
Tashard Choice,5,10,210,Oklahoma,Lovejoy,GA,Dallas Cowboys,Draft: Dallas Cowboys in the 4th round (122nd overall) of the 2008 NFL Draft.,
Tyreek Hill,5,10,191,West Alabama,Coffee,GA,Kansas City Chiefs,Draft: Kansas City Chiefs in the 5th round (165th overall) of the 2016 NFL Draft.,
Dwayne Bowe,6,2,221,LSU,Norland,FL,Kansas City Chiefs,Draft: Kansas City Chiefs in the 1st round (23rd overall) of the 2007 NFL Draft.,
Will Dissly,6,4,265,Washington,Bozeman,MT,Seattle Seahawks,Draft: Seattle Seahawks in the 4th round (120th overall) of the 2018 NFL Draft.,
Jon Kitna,6,2,219,Central Washington,Lincoln,WA,,Pronunciation: \KIT-na\,
Gerald Everett,6,3,250,South Alabama,Columbia,GA,Los Angeles Rams,Draft: Los Angeles Rams in the 2nd round (44th overall) of the 2017 NFL Draft.,
Larry Johnson,6,1,235,Penn St.,La Plata,MD,Kansas City Chiefs,Draft: Kansas City Chiefs in the 1st round (27th overall) of the 2003 NFL Draft.,11/19/1979
Bernard Pierce,6,0,222,Temple,Glen Mills,PA,Baltimore Ravens,Draft: Baltimore Ravens in the 3rd round (84th overall) of the 2012 NFL Draft.,
Kenny Bynum,5,11,191,South Carolina St.,Gainesville,FL,San Diego Chargers,Draft: San Diego Chargers in the 5th round (138th overall) of the 1997 NFL Draft.,
EJ Manuel,6,4,237,Florida St.,Bayside,VA,Buffalo Bills,Draft: Buffalo Bills in the 1st round (16th overall) of the 2013 NFL Draft.,
Mason Rudolph,6,5,235,Oklahoma St.,Northwestern,SC,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 3rd round (76th overall) of the 2018 NFL Draft.,
Jordan Shipley,5,11,190,Texas,Rotan,TX,Cincinnati Bengals,Draft: Cincinnati Bengals in the 3rd round (84th overall) of the 2010 NFL Draft.,
Kelly Campbell,5,10,173,Georgia Tech,Mays,GA,,,
Vance McDonald,6,4,267,Rice,East Chambers,TX,San Francisco 49ers,Draft: San Francisco 49ers in the 2nd round (55th overall) of the 2013 NFL Draft.,
Dennis Northcutt,5,11,175,Arizona,Susan Miller Dorsey,CA,Cleveland Browns,Draft: Cleveland Browns in the 2nd round (32nd overall) of the 2000 NFL Draft.,
Bobby Wade,5,10,195,Arizona,Desert Vista,AZ,Chicago Bears,Draft: Chicago Bears in the 5th round (139th overall) of the 2003 NFL Draft.,
Jacquizz Rodgers,5,6,205,Oregon St.,Lamar Consolidated,TX,Atlanta Falcons,Draft: Atlanta Falcons in the 5th round (145th overall) of the 2011 NFL Draft.,
Torrance Small,6,3,209,Alcorn St.,Jefferson,FL,New Orleans Saints,Draft: New Orleans Saints in the 5th round (138th overall) of the 1992 NFL Draft.,
Ted Ginn,5,11,180,Ohio St.,Glenville,OH,Miami Dolphins,Draft: Miami Dolphins in the 1st round (9th overall) of the 2007 NFL Draft.,
Willis McGahee,6,0,235,Miami (FL),Miami Central,FL,Buffalo Bills,Draft: Buffalo Bills in the 1st round (23rd overall) of the 2003 NFL Draft.,
Drew Carter,6,3,200,Ohio St.,Solon,OH,Carolina Panthers,Draft: Carolina Panthers in the 5th round (163rd overall) of the 2004 NFL Draft.,
Ben Coates,6,5,245,Livingstone,Greenwood,SC,New England Patriots,Draft: New England Patriots in the 5th round (124th overall) of the 1991 NFL Draft.,
Mike Gillislee,5,11,210,Florida,Deland,FL,Miami Dolphins,Draft: Miami Dolphins in the 5th round (164th overall) of the 2013 NFL Draft.,
Wendell Smallwood,5,10,208,West Virginia,Eastern Christian Academy,MD,Philadelphia Eagles,Draft: Philadelphia Eagles in the 5th round (153rd overall) of the 2016 NFL Draft.,
Zac Stacy,5,9,216,Vanderbilt,Bibb County,AL,St. Louis Rams,Draft: St. Louis Rams in the 5th round (160th overall) of the 2013 NFL Draft.,
Darrell Jackson,6,0,201,Florida,Tampa Catholic,FL,Seattle Seahawks,Draft: Seattle Seahawks in the 3rd round (80th overall) of the 2000 NFL Draft.,
Brandon Bennett,5,11,220,South Carolina,Riverside,SC,,,
David Wilson,,,,,,,,,
Elijah McGuire,5,10,214,Louisiana,Vandebilt Catholic,LA,New York Jets,Draft: New York Jets in the 6th round (188th overall) of the 2017 NFL Draft.,
Matt McGloin,6,1,210,Penn St.,West Scranton,PA,,,
Jay Ajayi,6,0,223,Boise St.,Liberty,TX,Miami Dolphins,Draft: Miami Dolphins in the 5th round (149th overall) of the 2015 NFL Draft.,
Odell Beckham,5,11,200,LSU,Isidore Newman,LA,New York Giants,Draft: New York Giants in the 1st round (12th overall) of the 2014 NFL Draft.,
Tim Hightower,6,0,226,Richmond,Episcopal,VA,Arizona Cardinals,Draft: Arizona Cardinals in the 5th round (149th overall) of the 2008 NFL Draft.,
Treylon Burks,6,2,225,Arkansas,Warren,AR,Tennessee Titans,Draft: Tennessee Titans in the 1st round (18th overall) of the 2022 NFL Draft.,
Benny Cunningham,5,10,218,Middle Tenn. St.,Goodpasture Christian School,TN,,,
Doug Gabriel,6,3,215,Mississippi Gulf Coast CC,Dr. Phillips,FL,Oakland Raiders,Draft: Oakland Raiders in the 5th round (167th overall) of the 2003 NFL Draft.,
Joey Galloway,5,11,200,Ohio St.,Bellaire,OH,Seattle Seahawks,Draft: Seattle Seahawks in the 1st round (8th overall) of the 1995 NFL Draft.,
Troy Hambrick,6,1,233,South Carolina,Pasco,FL,,,
James McKnight,6,1,198,Liberty,Apopka,FL,,,
Alex Smith,,,,,,,,,
Jerome Bettis,5,11,252,Notre Dame,MacKenzie,MI,Los Angeles Rams,Draft: Los Angeles Rams in the 1st round (10th overall) of the 1993 NFL Draft.,
Jayden Reed,5,11,187,Western Michigan,Metea Valley,IL,Green Bay Packers,Draft: Green Bay Packers in the 2nd round (50th overall) of the 2023 NFL Draft.,
Rob Moore,,,,,,,,,
Willie Snead,5,11,195,Ball St.,Muskegon Heights,MI,,,
Robert Meachem,6,2,214,Tennessee,Booker T. Washington,OK,New Orleans Saints,Draft: New Orleans Saints in the 1st round (27th overall) of the 2007 NFL Draft.,
Adam Humphries,5,11,195,Clemson,Dorman,SC,,,
Rishard Matthews,6,0,217,Nevada,Saddleback,CA,Miami Dolphins,Draft: Miami Dolphins in the 7th round (227th overall) of the 2012 NFL Draft.,
D.J. Chark,6,3,200,LSU,Alexandria,LA,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 2nd round (61st overall) of the 2018 NFL Draft.,
Anthony Firkser,6,2,246,Harvard,Manalapan,NJ,,,
Jeremy McDaniel,6,0,197,Arizona,New Bern,NC,,,
Stevan Ridley,5,11,220,LSU,Trinity Episcopal,MS,New England Patriots,Draft: New England Patriots in the 3rd round (73rd overall) of the 2011 NFL Draft.,
Sammie Coates,6,1,210,Auburn,Leroy,AL,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 3rd round (87th overall) of the 2015 NFL Draft.,
Ben Skowronek,6,3,224,Northwestern,Homestead,IN,Los Angeles Rams,Draft: Los Angeles Rams in the 7th round (249th overall) of the 2021 NFL Draft.,
Ladell Betts,5,11,224,Iowa,Blue Springs,MO,Washington Redskins,Draft: Washington Redskins in the 2nd round (56th overall) of the 2002 NFL Draft.,
Andre Davis,,,,,,,,,
Kenneth Dixon,5,10,228,Louisiana Tech,Strong,AR,Baltimore Ravens,Draft: Baltimore Ravens in the 4th round (134th overall) of the 2016 NFL Draft.,
Shonn Greene,5,10,235,Iowa,Winslow Township,NJ,New York Jets,Draft: New York Jets in the 3rd round (65th overall) of the 2009 NFL Draft.,
Reuben Droughns,5,11,220,Oregon,Anaheim,CA,Detroit Lions,Draft: Detroit Lions in the 3rd round (81st overall) of the 2000 NFL Draft.,
Jacob Tamme,6,4,234,Kentucky,Boyle Co.,KY,Indianapolis Colts,Draft: Indianapolis Colts in the 4th round (127th overall) of the 2008 NFL Draft.,
Samkon Gado,5,10,227,Liberty,Ben Lippen,SC,,Pronunciation: \GAH-doh\,
Brock Purdy,6,1,220,Iowa St.,Perry,AZ,San Francisco 49ers,Draft: San Francisco 49ers in the 7th round (262nd overall) of the 2022 NFL Draft.,
Rashee Rice,6,2,203,SMU,Richland,TX,Kansas City Chiefs,Draft: Kansas City Chiefs in the 2nd round (55th overall) of the 2023 NFL Draft.,
James White,,,,,,,,,
Kyle Rudolph,6,6,265,Notre Dame,Elder,OH,Minnesota Vikings,Draft: Minnesota Vikings in the 2nd round (43rd overall) of the 2011 NFL Draft.,
Charlie Whitehurst,6,4,226,Clemson,Chattahoochee,GA,San Diego Chargers,Draft: San Diego Chargers in the 3rd round (81st overall) of the 2006 NFL Draft.,
Jay Cutler,6,3,231,Vanderbilt,Heritage Hills,IN,Denver Broncos,Draft: Denver Broncos in the 1st round (11th overall) of the 2006 NFL Draft.,
Zach Hilton,6,8,265,North Carolina,Our Lady of Good Counsel,MD,,,
Terrance Williams,6,2,210,Baylor,W.T. White,TX,Dallas Cowboys,Draft: Dallas Cowboys in the 3rd round (74th overall) of the 2013 NFL Draft.,9/8/1989
Lamar Gordon,6,1,228,North Dakota St.,Cudahy,WI,St. Louis Rams,Draft: St. Louis Rams in the 3rd round (84th overall) of the 2002 NFL Draft.,
Chris Henry,6,4,200,West Virginia,Belle Chasse,LA,Cincinnati Bengals,Draft: Cincinnati Bengals in the 3rd round (83rd overall) of the 2005 NFL Draft.,5/17/1983
Marty Booker,6,0,205,La-Monroe,Jonesboro-Hodge,LA,Chicago Bears,Draft: Chicago Bears in the 3rd round (78th overall) of the 1999 NFL Draft.,
John Carlson,6,5,256,Notre Dame,Litchfield,MN,Seattle Seahawks,Draft: Seattle Seahawks in the 2nd round (38th overall) of the 2008 NFL Draft.,
Kadarius Toney,6,0,193,Florida,Mattie T. Blount,AL,New York Giants,Draft: New York Giants in the 1st round (20th overall) of the 2021 NFL Draft.,
Darren Sproles,5,6,190,Kansas St.,Olathe North,KS,San Diego Chargers,Draft: San Diego Chargers in the 4th round (130th overall) of the 2005 NFL Draft.,
Justin Jefferson,6,1,195,LSU,Destrehan,LA,Minnesota Vikings,Draft: Minnesota Vikings in the 1st round (22nd overall) of the 2020 NFL Draft.,
Josh Doctson,6,2,205,TCU,Legacy,TX,Washington Redskins,Draft: Washington Redskins in the 1st round (22nd overall) of the 2016 NFL Draft.,
Kolby Smith,5,11,214,Louisville,James S. Rickards,FL,Kansas City Chiefs,Draft: Kansas City Chiefs in the 5th round (148th overall) of the 2007 NFL Draft.,
Donovan Peoples-Jones,6,2,204,Michigan,Cass Tech,MI,Cleveland Browns,Draft: Cleveland Browns in the 6th round (187th overall) of the 2020 NFL Draft.,
Joe Horn,6,1,213,Itawamba (MS),Douglas Byrd,NC,Kansas City Chiefs,Draft: Kansas City Chiefs in the 5th round (135th overall) of the 1996 NFL Draft.,1/16/1972
Donovan McNabb,6,2,240,Syracuse,Mount Carmel,IL,Philadelphia Eagles,Draft: Philadelphia Eagles in the 1st round (2nd overall) of the 1999 NFL Draft.,
Joshua Kelley,5,11,212,UC Davis,Eastside,CA,Los Angeles Chargers,Draft: Los Angeles Chargers in the 4th round (112th overall) of the 2020 NFL Draft.,
Brandon Weeden,6,3,227,Oklahoma St.,Edmond Santa Fe,OK,Cleveland Browns,Draft: Cleveland Browns in the 1st round (22nd overall) of the 2012 NFL Draft.,
Jackie Harris,6,4,244,La-Monroe,Pine Bluff,AR,Green Bay Packers,Draft: Green Bay Packers in the 4th round (102nd overall) of the 1990 NFL Draft.,
Mike Tomczak,6,1,202,Ohio St.,Thornton Fractional North,IL,,,
Ray Lucas,6,3,214,Rutgers,Harrison,NJ,,,
Miles Austin,6,2,215,Monmouth,Garfield,NJ,,"Twitter:
@MilesAustinIII
",
Billy Volek,6,2,214,Fresno St.,Clovis West,CA,,,
Josh Huff,5,11,206,Oregon,Nimitz,TX,Philadelphia Eagles,Draft: Philadelphia Eagles in the 3rd round (86th overall) of the 2014 NFL Draft.,
Latavius Murray,6,3,230,Central Florida,Onondaga Central,NY,Oakland Raiders,Draft: Oakland Raiders in the 6th round (181st overall) of the 2013 NFL Draft.,
Peyton Manning,6,5,230,Tennessee,Isidore Newman,LA,Indianapolis Colts,Draft: Indianapolis Colts in the 1st round (1st overall) of the 1998 NFL Draft.,
Boo Williams,6,4,270,Arkansas,Lincoln,FL,,,
Jonathan Wells,6,1,243,Ohio St.,John Curtis Christian,LA,Houston Texans,Draft: Houston Texans in the 4th round (99th overall) of the 2002 NFL Draft.,
Charlie Frye,6,4,220,Akron,Willard,OH,Cleveland Browns,Draft: Cleveland Browns in the 3rd round (67th overall) of the 2005 NFL Draft.,
Breece Hall,6,1,220,Iowa St.,Northwest,KS,New York Jets,Draft: New York Jets in the 2nd round (36th overall) of the 2022 NFL Draft.,
Tyler Thigpen,6,3,235,Coastal Carolina,Fairfield Central,SC,Minnesota Vikings,Draft: Minnesota Vikings in the 7th round (217th overall) of the 2007 NFL Draft.,
Anthony Miller,,,,,,,,,
Keke Coutee,5,11,180,Texas Tech,Lufkin,TX,Houston Texans,Draft: Houston Texans in the 4th round (103rd overall) of the 2018 NFL Draft.,
J.J. Stokes,6,4,218,UCLA,Point Loma,CA,San Francisco 49ers,Draft: San Francisco 49ers in the 1st round (10th overall) of the 1995 NFL Draft.,
Kendall Wright,5,10,185,Baylor,Pittsburg,TX,Tennessee Titans,Draft: Tennessee Titans in the 1st round (20th overall) of the 2012 NFL Draft.,
Donald Parham,6,8,237,Stetson,Lake Gibson,FL,,Pronunciation: \par-HAM\,
Alvin Kamara,5,10,215,Alabama,Norcross,GA,New Orleans Saints,Draft: New Orleans Saints in the 3rd round (67th overall) of the 2017 NFL Draft.,
Keenan Allen,6,2,211,California,Northern Guilford,NC,San Diego Chargers,Draft: San Diego Chargers in the 3rd round (76th overall) of the 2013 NFL Draft.,
Dawson Knox,6,4,254,Mississippi,Brentwood Academy,TN,Buffalo Bills,Draft: Buffalo Bills in the 3rd round (96th overall) of the 2019 NFL Draft.,
Marvin Jones,,,,,,,,,
Roydell Williams,6,0,180,Tulane,East St. John,LA,Tennessee Titans,Draft: Tennessee Titans in the 4th round (136th overall) of the 2005 NFL Draft.,
Kendrick Bourne,6,1,205,Eastern Washington,Milwaukie Arts Academy,OR,,,
Greg Little,6,2,220,North Carolina,Hillside,NC,Cleveland Browns,Draft: Cleveland Browns in the 2nd round (59th overall) of the 2011 NFL Draft.,5/30/1989
Emmanuel Sanders,5,11,180,SMU,Bellville,TX,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 3rd round (82nd overall) of the 2010 NFL Draft.,
Peyton Barber,5,11,225,Auburn,Milton,GA,,,
Sam LaPorta,6,3,245,Iowa,Highland,IL,Detroit Lions,Draft: Detroit Lions in the 2nd round (34th overall) of the 2023 NFL Draft.,
Matt Schaub,6,6,245,Virginia,East,PA,Atlanta Falcons,Draft: Atlanta Falcons in the 3rd round (90th overall) of the 2004 NFL Draft.,
Kevin Boss,6,7,255,Western Oregon,Philomath,OR,New York Giants,Draft: New York Giants in the 5th round (153rd overall) of the 2007 NFL Draft.,
Cody Kessler,6,1,215,USC,Centennial,CA,Cleveland Browns,Draft: Cleveland Browns in the 3rd round (93rd overall) of the 2016 NFL Draft.,
Brandon Gibson,6,0,204,Washington St.,Rogers,WA,Philadelphia Eagles,Draft: Philadelphia Eagles in the 6th round (194th overall) of the 2009 NFL Draft.,
DeAndre Hopkins,6,1,218,Clemson,D.W. Daniel,SC,Houston Texans,Draft: Houston Texans in the 1st round (27th overall) of the 2013 NFL Draft.,
Jordan Matthews,6,3,215,Vanderbilt,Madison Academy,AL,Philadelphia Eagles,Draft: Philadelphia Eagles in the 2nd round (42nd overall) of the 2014 NFL Draft.,
Brett Hundley,6,3,226,UCLA,Chandler,AZ,Green Bay Packers,Draft: Green Bay Packers in the 5th round (147th overall) of the 2015 NFL Draft.,
Antonio Bryant,6,1,211,Pittsburgh,Miami Northwestern,FL,Dallas Cowboys,Draft: Dallas Cowboys in the 2nd round (63rd overall) of the 2002 NFL Draft.,
Tee Higgins,6,4,219,Clemson,Oak Ridge,TN,Cincinnati Bengals,Draft: Cincinnati Bengals in the 2nd round (33rd overall) of the 2020 NFL Draft.,
Dontrell Hilliard,5,11,202,Tulane,Scotlandville Magnet,LA,,,
Jeremy Hill,6,1,230,LSU,Redemptorist,LA,Cincinnati Bengals,Draft: Cincinnati Bengals in the 2nd round (55th overall) of the 2014 NFL Draft.,
James Conner,6,1,233,Pittsburgh,McDowell,PA,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 3rd round (105th overall) of the 2017 NFL Draft.,
Herman Moore,6,4,210,Virginia,George Washington,VA,Detroit Lions,Draft: Detroit Lions in the 1st round (10th overall) of the 1991 NFL Draft.,
Markus Wheaton,5,11,185,Oregon St.,Mountain Pointe,AZ,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 3rd round (79th overall) of the 2013 NFL Draft.,
Melvin Gordon,6,1,215,Wisconsin,Kenosha Bradford,WI,San Diego Chargers,Draft: San Diego Chargers in the 1st round (15th overall) of the 2015 NFL Draft.,
Jarius Wright,5,10,190,Arkansas,Warren,AR,Minnesota Vikings,Draft: Minnesota Vikings in the 4th round (118th overall) of the 2012 NFL Draft.,
Derek Anderson,6,6,235,Oregon St.,Scappoose,OR,Baltimore Ravens,Draft: Baltimore Ravens in the 6th round (213th overall) of the 2005 NFL Draft.,
Mohamed Sanu,6,2,210,Rutgers,South Brunswick,NJ,Cincinnati Bengals,Draft: Cincinnati Bengals in the 3rd round (83rd overall) of the 2012 NFL Draft.,
Matt Forte,6,1,221,Tulane,Slidell,LA,Chicago Bears,Draft: Chicago Bears in the 2nd round (44th overall) of the 2008 NFL Draft.,
Dion Lewis,5,8,195,Pittsburgh,Albany,NY,Philadelphia Eagles,Draft: Philadelphia Eagles in the 5th round (149th overall) of the 2011 NFL Draft.,
Brian Robiskie,6,2,207,Ohio St.,Chagrin Falls,OH,Cleveland Browns,Draft: Cleveland Browns in the 2nd round (36th overall) of the 2009 NFL Draft.,
John Brown,,,,,,,,,
Darnell Autry,5,10,210,Northwestern,Tempe,AZ,Chicago Bears,Draft: Chicago Bears in the 4th round (105th overall) of the 1997 NFL Draft.,
Koren Robinson,6,1,205,North Carolina St.,South Point,NC,Seattle Seahawks,Draft: Seattle Seahawks in the 1st round (9th overall) of the 2001 NFL Draft.,
Tyrone Wheatley,6,0,235,Michigan,Robichaud,MI,New York Giants,Draft: New York Giants in the 1st round (17th overall) of the 1995 NFL Draft.,1/19/1972
T.J. Yeldon,6,1,223,Alabama,Daphne,AL,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 2nd round (36th overall) of the 2015 NFL Draft.,
Byron Chamberlain,6,1,250,Missouri,Eastern Hills,TX,Denver Broncos,Draft: Denver Broncos in the 7th round (222nd overall) of the 1995 NFL Draft.,
Chuba Hubbard,6,1,210,Oklahoma St.,Bev Facey,Canada,Carolina Panthers,Draft: Carolina Panthers in the 4th round (126th overall) of the 2021 NFL Draft.,
Ronald Jones,,,,,,,,,
Austin Davis,6,2,221,Southern Miss,West Lauderdale,MS,NA,,6/2/1989
Hunter Renfrow,5,10,185,Clemson,Socastee,SC,Oakland Raiders,Draft: Oakland Raiders in the 5th round (149th overall) of the 2019 NFL Draft.,
Reche Caldwell,6,0,210,Florida,Jefferson,FL,San Diego Chargers,Draft: San Diego Chargers in the 2nd round (48th overall) of the 2002 NFL Draft.,
Aidan O'Connell,6,3,210,Purdue,Adlai E. Stevenson,IL,Las Vegas Raiders,Draft: Las Vegas Raiders in the 4th round (135th overall) of the 2023 NFL Draft.,
Chris Baker,6,3,261,Michigan St.,Saline,MI,New York Jets,Draft: New York Jets in the 3rd round (88th overall) of the 2002 NFL Draft.,11/18/1979
Terrell Owens,6,3,224,Chattanooga,Benjamin Russell,AL,San Francisco 49ers,Draft: San Francisco 49ers in the 3rd round (89th overall) of the 1996 NFL Draft.,
Adam Thielen,6,2,195,Minnesota St.,Detroit Lakes,MN,,Pronunciation: \THEE-lin\,
J.J. Johnson,6,1,230,East Mississippi CC,Dothan,AL,Miami Dolphins,Draft: Miami Dolphins in the 2nd round (39th overall) of the 1999 NFL Draft.,
Jason Wright,5,10,212,Northwestern,Diamond Bar,CA,,,
Byron Pringle,6,1,203,Kansas St.,T.R. Robinson,FL,,,
Sam Bradford,,,,,,,,,
Seneca Wallace,5,11,205,Sacramento CC,Cordova,CA,Seattle Seahawks,Draft: Seattle Seahawks in the 4th round (110th overall) of the 2003 NFL Draft.,
Mychal Rivera,6,3,242,Tennessee,Birmingham,CA,Oakland Raiders,Draft: Oakland Raiders in the 6th round (184th overall) of the 2013 NFL Draft.,
Tim Dwight,5,8,180,Iowa,Iowa City,IA,Atlanta Falcons,Draft: Atlanta Falcons in the 4th round (114th overall) of the 1998 NFL Draft.,
Albert Connell,6,0,179,Texas A&M,Piper,FL,Washington Redskins,Draft: Washington Redskins in the 4th round (115th overall) of the 1997 NFL Draft.,
Donald Hayes,6,4,220,Wisconsin,East,WI,Carolina Panthers,Draft: Carolina Panthers in the 4th round (106th overall) of the 1998 NFL Draft.,
Julio Jones,6,3,220,Alabama,Foley,AL,Atlanta Falcons,Draft: Atlanta Falcons in the 1st round (6th overall) of the 2011 NFL Draft.,
